tmdbId,review_count,pct_positive,avg_sentiment_score
134,3,1.0,0.9984519680341085
137,7,1.0,0.9977544716426304
141,5,0.8,0.9971554160118103
142,1,1.0,0.9917657971382141
144,2,0.5,0.9986463487148285
145,3,0.6666666666666666,0.9988759557406107
146,2,1.0,0.998906135559082
147,1,1.0,0.9989126920700073
149,3,0.6666666666666666,0.9988760153452555
150,3,1.0,0.9988106687863668
152,3,0.3333333333333333,0.9992997248967489
153,4,0.75,0.9984058439731598
154,3,1.0,0.9986767172813416
155,16,0.8125,0.998518243432045
157,5,1.0,0.998897111415863
161,7,0.8571428571428571,0.9973240835326058
162,4,1.0,0.9988780915737152
163,5,0.4,0.9991390228271484
164,2,1.0,0.9988096952438354
165,5,1.0,0.9950441837310791
168,2,0.5,0.9992027878761292
169,3,0.6666666666666666,0.9967045585314432
170,8,1.0,0.9984698966145515
172,5,0.6,0.9985125899314881
173,2,1.0,0.9988901913166046
174,2,1.0,0.9988569021224976
176,2,1.0,0.998779833316803
177,3,1.0,0.9988640745480856
180,5,1.0,0.9988749146461486
184,5,1.0,0.998913586139679
185,6,0.6666666666666666,0.9988361597061157
186,1,0.0,0.9995107650756836
187,1,1.0,0.9989249110221863
192,5,0.8,0.9989848017692566
193,4,0.25,0.9993440806865692
194,2,1.0,0.9985529780387878
196,6,0.6666666666666666,0.9988735218842825
197,4,1.0,0.99839286506176
199,6,0.6666666666666666,0.997511088848114
200,3,0.6666666666666666,0.997419516245524
201,3,1.0,0.9987244407335917
205,1,1.0,0.9988297820091248
207,5,0.8,0.9988262534141541
212,3,1.0,0.9988834659258524
213,7,0.5714285714285714,0.9980035509381976
217,3,0.6666666666666666,0.9990488489468893
218,9,1.0,0.998859167098999
221,2,1.0,0.9988689720630646
223,6,1.0,0.9987780352433523
226,3,0.6666666666666666,0.9986651142438253
227,2,0.5,0.9975641369819641
235,5,1.0,0.9988666296005249
238,6,0.8333333333333334,0.9988938967386881
239,3,0.6666666666666666,0.9990975459416708
240,4,0.75,0.999002605676651
241,3,0.6666666666666666,0.9983580112457275
242,2,0.5,0.9991801977157593
243,4,0.75,0.9977482408285141
244,4,1.0,0.998867005109787
245,3,1.0,0.9984884858131409
251,4,0.75,0.9984522610902786
252,5,1.0,0.9989038586616517
253,5,1.0,0.9988626599311828
254,3,0.6666666666666666,0.9989044070243835
260,1,1.0,0.9989163875579834
268,8,0.5,0.9988492950797081
272,8,0.625,0.9852484613656998
274,7,0.8571428571428571,0.997127822467259
275,4,1.0,0.9989181011915207
277,4,1.0,0.9986858814954758
278,18,0.8888888888888888,0.9982845485210419
279,2,1.0,0.9989036917686462
280,8,1.0,0.9988730549812317
281,1,1.0,0.9989087581634521
284,4,1.0,0.9988378286361694
285,2,0.5,0.9966691136360168
287,1,0.0,0.9982373714447021
288,5,1.0,0.9988328576087951
289,4,1.0,0.9988978952169418
293,1,1.0,0.9988756775856018
296,5,0.4,0.9992400407791138
297,4,0.5,0.997869610786438
298,2,1.0,0.9989103674888611
303,2,1.0,0.9988146126270294
306,2,0.0,0.9994972348213196
310,3,1.0,0.9988892277081808
311,3,1.0,0.9987693826357523
319,6,0.6666666666666666,0.9985139667987823
320,5,1.0,0.9988912224769593
322,4,1.0,0.9988954961299896
329,10,1.0,0.9984118103981018
330,8,0.375,0.9980598241090775
331,7,0.42857142857142855,0.9971997226987567
332,2,0.5,0.9989591836929321
334,5,0.8,0.9989108324050904
335,9,0.8888888888888888,0.9988375306129456
338,1,1.0,0.9988811612129211
343,2,1.0,0.998904287815094
345,3,1.0,0.9986560344696045
346,5,1.0,0.9988887071609497
348,10,0.9,0.9988806664943695
350,4,1.0,0.998672142624855
364,4,0.75,0.9990089237689972
377,4,1.0,0.9988482296466827
378,2,1.0,0.998431533575058
379,2,1.0,0.9988588094711304
380,3,1.0,0.998824675877889
381,3,1.0,0.998028039932251
387,3,1.0,0.9989016254742941
388,2,1.0,0.9989110827445984
389,7,1.0,0.998869104044778
391,6,0.8333333333333334,0.998537560304006
393,2,1.0,0.998319536447525
395,5,0.4,0.9981534004211425
396,1,1.0,0.998327910900116
397,1,1.0,0.9989218711853027
398,1,1.0,0.9989014863967896
401,2,0.5,0.9977098703384399
402,2,1.0,0.9988994896411896
403,1,1.0,0.998908519744873
404,3,1.0,0.9989181955655416
406,3,1.0,0.9988775054613749
408,1,1.0,0.9988560676574707
409,2,1.0,0.998871773481369
411,5,1.0,0.9989037156105042
414,4,0.0,0.9992078244686127
415,4,0.5,0.9990640580654144
421,1,0.0,0.9994484782218933
422,3,1.0,0.9969740112622579
424,4,1.0,0.9853319525718689
425,2,1.0,0.9987707734107971
426,6,0.6666666666666666,0.9987397392590841
429,11,0.9090909090909091,0.9987587603655729
431,2,0.5,0.9992237389087677
433,3,1.0,0.9927737514177958
435,6,0.8333333333333334,0.9989895125230154
451,3,1.0,0.9988157947858175
453,1,1.0,0.9989018440246582
454,3,0.6666666666666666,0.9988020857175192
455,1,0.0,0.9994200468063354
462,4,1.0,0.9973785430192947
470,1,1.0,0.9989367127418518
475,3,1.0,0.9988858501116434
476,1,1.0,0.998923122882843
